accepted,analytics,effective_points,length,number,points,story_ids,team_strength,velocity
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-08-31', 'feature', 0.0, 0], ['2015-08-31', 'bug', 0.0, 0], ['2015-08-31', 'chore', 0.0, 1], ['2015-08-31', 'release', 0.0, 0], ['2015-09-01', 'feature', 5.0, 2], ['2015-09-01', 'bug', 0.0, 0], ['2015-09-01', 'chore', 0.0, 2], ['2015-09-01', 'release', 0.0, 0], ['2015-09-02', 'feature', 0.0, 0], ['2015-09-02', 'bug', 0.0, 0], ['2015-09-02', 'chore', 0.0, 2], ['2015-09-02', 'release', 0.0, 0], ['2015-09-03', 'feature', 8.0, 2], ['2015-09-03', 'bug', 0.0, 0], ['2015-09-03', 'chore', 0.0, 1], ['2015-09-03', 'release', 0.0, 0], ['2015-09-04', 'feature', 7.0, 6], ['2015-09-04', 'bug', 0.0, 3], ['2015-09-04', 'chore', 0.0, 0], ['2015-09-04', 'release', 0.0, 0], ['2015-09-05', 'feature', 24.0, 9], ['2015-09-05', 'bug', 0.0, 2], ['2015-09-05', 'chore', 0.0, 0], ['2015-09-05', 'release', 0.0, 0], ['2015-09-06', 'feature', 5.0, 2], ['2015-09-06', 'bug', 0.0, 1], ['2015-09-06', 'chore', 0.0, 0], ['2015-09-06', 'release', 0.0, 1]]}","{'cycle_time': 384711000, 'stories_accepted': 33, 'rejection_rate': 3.703704, 'kind': 'analytics', 'bugs_created': 4}",49.0,1,95,49,"[102420076, 102424950, 102177536, 100609430, 101223866, 102277058, 102624718, 102624618, 101630068, 101703760, 101786970, 102712952, 102612200, 102120922, 102226976, 101792504, 102273602, 100440272, 101712062, 99740226, 101784928, 99740530, 101302312, 102294534, 101008682, 102125266, 98155340, 101436550, 99450208, 101640636, 102102608, 102100980, 102120104, 93869696]",1.0,31
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-09-07', 'feature', 0.0, 0], ['2015-09-07', 'bug', 0.0, 0], ['2015-09-07', 'chore', 0.0, 0], ['2015-09-07', 'release', 0.0, 0], ['2015-09-08', 'feature', 0.0, 0], ['2015-09-08', 'bug', 0.0, 0], ['2015-09-08', 'chore', 0.0, 1], ['2015-09-08', 'release', 0.0, 0], ['2015-09-09', 'feature', 1.0, 1], ['2015-09-09', 'bug', 0.0, 0], ['2015-09-09', 'chore', 0.0, 0], ['2015-09-09', 'release', 0.0, 0], ['2015-09-10', 'feature', 0.0, 0], ['2015-09-10', 'bug', 0.0, 0], ['2015-09-10', 'chore', 0.0, 1], ['2015-09-10', 'release', 0.0, 0], ['2015-09-11', 'feature', 0.0, 0], ['2015-09-11', 'bug', 0.0, 0], ['2015-09-11', 'chore', 0.0, 2], ['2015-09-11', 'release', 0.0, 0], ['2015-09-12', 'feature', 0.0, 0], ['2015-09-12', 'bug', 0.0, 0], ['2015-09-12', 'chore', 0.0, 0], ['2015-09-12', 'release', 0.0, 0], ['2015-09-13', 'feature', 4.0, 2], ['2015-09-13', 'bug', 0.0, 0], ['2015-09-13', 'chore', 0.0, 0], ['2015-09-13', 'release', 0.0, 0]]}","{'cycle_time': 10631000, 'stories_accepted': 7, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 2}",6.25,1,96,5,"[102934810, 102975036, 96728480, 103218146, 101318096, 102532550, 102400436]",0.8,37
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-09-14', 'feature', 0.0, 0], ['2015-09-14', 'bug', 0.0, 1], ['2015-09-14', 'chore', 0.0, 0], ['2015-09-14', 'release', 0.0, 1], ['2015-09-15', 'feature', 10.0, 8], ['2015-09-15', 'bug', 0.0, 2], ['2015-09-15', 'chore', 0.0, 0], ['2015-09-15', 'release', 0.0, 0], ['2015-09-16', 'feature', 10.0, 4], ['2015-09-16', 'bug', 0.0, 0], ['2015-09-16', 'chore', 0.0, 2], ['2015-09-16', 'release', 0.0, 0], ['2015-09-17', 'feature', 4.0, 1], ['2015-09-17', 'bug', 0.0, 1], ['2015-09-17', 'chore', 0.0, 1], ['2015-09-17', 'release', 0.0, 1], ['2015-09-18', 'feature', 0.0, 0], ['2015-09-18', 'bug', 0.0, 0], ['2015-09-18', 'chore', 0.0, 0], ['2015-09-18', 'release', 0.0, 0], ['2015-09-19', 'feature', 0.0, 0], ['2015-09-19', 'bug', 0.0, 0], ['2015-09-19', 'chore', 0.0, 0], ['2015-09-19', 'release', 0.0, 0], ['2015-09-20', 'feature', 0.0, 0], ['2015-09-20', 'bug', 0.0, 0], ['2015-09-20', 'chore', 0.0, 0], ['2015-09-20', 'release', 0.0, 0]]}","{'cycle_time': 578309500, 'stories_accepted': 20, 'rejection_rate': 11.764706, 'kind': 'analytics', 'bugs_created': 2}",24.0,1,97,24,"[87992678, 66528580, 103119290, 102763380, 99541126, 100334928, 100334580, 102279332, 102125346, 101793914, 102806036, 101428154, 103462656, 101786798, 101459622, 100344708, 103551312, 99450484, 102809924, 103335462, 101734034, 103333254]",1.0,27
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-09-21', 'feature', 8.0, 4], ['2015-09-21', 'bug', 0.0, 0], ['2015-09-21', 'chore', 0.0, 0], ['2015-09-21', 'release', 0.0, 0], ['2015-09-22', 'feature', 0.0, 0], ['2015-09-22', 'bug', 0.0, 0], ['2015-09-22', 'chore', 0.0, 0], ['2015-09-22', 'release', 0.0, 0], ['2015-09-23', 'feature', 0.0, 1], ['2015-09-23', 'bug', 0.0, 0], ['2015-09-23', 'chore', 0.0, 2], ['2015-09-23', 'release', 0.0, 0], ['2015-09-24', 'feature', 0.0, 0], ['2015-09-24', 'bug', 0.0, 0], ['2015-09-24', 'chore', 0.0, 1], ['2015-09-24', 'release', 0.0, 0], ['2015-09-25', 'feature', 2.0, 1], ['2015-09-25', 'bug', 0.0, 1], ['2015-09-25', 'chore', 0.0, 2], ['2015-09-25', 'release', 0.0, 0], ['2015-09-26', 'feature', 3.0, 2], ['2015-09-26', 'bug', 0.0, 0], ['2015-09-26', 'chore', 0.0, 0], ['2015-09-26', 'release', 0.0, 0], ['2015-09-27', 'feature', 0.0, 0], ['2015-09-27', 'bug', 0.0, 0], ['2015-09-27', 'chore', 0.0, 0], ['2015-09-27', 'release', 0.0, 0]]}","{'cycle_time': 231077000, 'stories_accepted': 14, 'rejection_rate': 22.222222, 'kind': 'analytics', 'bugs_created': 1}",13.0,1,98,13,"[103697696, 100969324, 99740478, 99740542, 103957034, 103351430, 103867398, 104140302, 104182256, 104210248, 104037164, 103456084, 103688782, 101793986]",1.0,26
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-09-28', 'feature', 3.0, 3], ['2015-09-28', 'bug', 0.0, 0], ['2015-09-28', 'chore', 0.0, 1], ['2015-09-28', 'release', 0.0, 0], ['2015-09-29', 'feature', 5.0, 3], ['2015-09-29', 'bug', 0.0, 0], ['2015-09-29', 'chore', 0.0, 0], ['2015-09-29', 'release', 0.0, 0], ['2015-09-30', 'feature', 8.0, 6], ['2015-09-30', 'bug', 0.0, 0], ['2015-09-30', 'chore', 0.0, 2], ['2015-09-30', 'release', 0.0, 0], ['2015-10-01', 'feature', 17.0, 7], ['2015-10-01', 'bug', 0.0, 0], ['2015-10-01', 'chore', 0.0, 4], ['2015-10-01', 'release', 0.0, 0], ['2015-10-02', 'feature', 10.0, 8], ['2015-10-02', 'bug', 0.0, 1], ['2015-10-02', 'chore', 0.0, 2], ['2015-10-02', 'release', 0.0, 1], ['2015-10-03', 'feature', 0.0, 0], ['2015-10-03', 'bug', 0.0, 0], ['2015-10-03', 'chore', 0.0, 0], ['2015-10-03', 'release', 0.0, 0], ['2015-10-04', 'feature', 17.0, 7], ['2015-10-04', 'bug', 0.0, 0], ['2015-10-04', 'chore', 0.0, 0], ['2015-10-04', 'release', 0.0, 1]]}","{'cycle_time': 828463000, 'stories_accepted': 44, 'rejection_rate': 34.285714, 'kind': 'analytics', 'bugs_created': 6}",60.0,1,99,60,"[103719482, 99450648, 103373852, 103849856, 104449794, 102434808, 103429904, 104549866, 104037838, 104222772, 104494250, 104584902, 100968824, 102091246, 100245974, 104560886, 104660350, 104348724, 104576206, 104026004, 104465912, 102530088, 103347672, 101542644, 100439216, 104675208, 103642514, 104137744, 103639456, 98978094, 98978300, 98978246, 98978312, 100344680, 104469472, 102211582, 99741218, 103218714, 103448958, 70697490, 101628202, 103465308, 101724116, 104139026, 104139040, 104139086]",1.0,14
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-10-05', 'feature', 0.0, 0], ['2015-10-05', 'bug', 0.0, 0], ['2015-10-05', 'chore', 0.0, 1], ['2015-10-05', 'release', 0.0, 1], ['2015-10-06', 'feature', 0.0, 1], ['2015-10-06', 'bug', 0.0, 0], ['2015-10-06', 'chore', 0.0, 3], ['2015-10-06', 'release', 0.0, 0], ['2015-10-07', 'feature', 0.0, 0], ['2015-10-07', 'bug', 0.0, 0], ['2015-10-07', 'chore', 0.0, 1], ['2015-10-07', 'release', 0.0, 0], ['2015-10-08', 'feature', 0.0, 0], ['2015-10-08', 'bug', 0.0, 1], ['2015-10-08', 'chore', 0.0, 0], ['2015-10-08', 'release', 0.0, 0], ['2015-10-09', 'feature', 1.0, 1], ['2015-10-09', 'bug', 0.0, 0], ['2015-10-09', 'chore', 0.0, 1], ['2015-10-09', 'release', 0.0, 0], ['2015-10-10', 'feature', 0.0, 0], ['2015-10-10', 'bug', 0.0, 0], ['2015-10-10', 'chore', 0.0, 0], ['2015-10-10', 'release', 0.0, 0], ['2015-10-11', 'feature', 32.0, 14], ['2015-10-11', 'bug', 0.0, 1], ['2015-10-11', 'chore', 0.0, 0], ['2015-10-11', 'release', 0.0, 3]]}","{'cycle_time': 373838500, 'stories_accepted': 24, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 4}",33.0,1,100,33,"[103431710, 98991294, 104963404, 104957018, 104736594, 104767856, 104925914, 105132052, 105019100, 105121972, 102272798, 103373048, 102528706, 103448030, 104139050, 104139064, 105237766, 104139058, 103449014, 104139138, 104139162, 101629002, 101626312, 104861224, 104927662, 104139178, 105029272, 104139226]",1.0,32
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-10-12', 'feature', 0.0, 0], ['2015-10-12', 'bug', 0.0, 0], ['2015-10-12', 'chore', 0.0, 1], ['2015-10-12', 'release', 0.0, 0], ['2015-10-13', 'feature', 1.0, 1], ['2015-10-13', 'bug', 0.0, 0], ['2015-10-13', 'chore', 0.0, 0], ['2015-10-13', 'release', 0.0, 0], ['2015-10-14', 'feature', 0.0, 0], ['2015-10-14', 'bug', 0.0, 0], ['2015-10-14', 'chore', 0.0, 1], ['2015-10-14', 'release', 0.0, 0], ['2015-10-15', 'feature', 1.0, 1], ['2015-10-15', 'bug', 0.0, 0], ['2015-10-15', 'chore', 0.0, 2], ['2015-10-15', 'release', 0.0, 0], ['2015-10-16', 'feature', 19.0, 7], ['2015-10-16', 'bug', 0.0, 3], ['2015-10-16', 'chore', 0.0, 1], ['2015-10-16', 'release', 0.0, 2], ['2015-10-17', 'feature', 0.0, 0], ['2015-10-17', 'bug', 0.0, 0], ['2015-10-17', 'chore', 0.0, 0], ['2015-10-17', 'release', 0.0, 0], ['2015-10-18', 'feature', 0.0, 0], ['2015-10-18', 'bug', 0.0, 0], ['2015-10-18', 'chore', 0.0, 0], ['2015-10-18', 'release', 0.0, 0]]}","{'cycle_time': 289547000, 'stories_accepted': 17, 'rejection_rate': 8.333333, 'kind': 'analytics', 'bugs_created': 5}",21.0,1,101,21,"[105359524, 104772954, 105596784, 104932254, 105585496, 104675072, 104962208, 101133866, 104951640, 105622386, 105440796, 105158784, 104677826, 104583828, 101552358, 104961496, 104961060, 101552452, 101552310]",1.0,35
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-10-19', 'feature', 0.0, 0], ['2015-10-19', 'bug', 0.0, 0], ['2015-10-19', 'chore', 0.0, 0], ['2015-10-19', 'release', 0.0, 0], ['2015-10-20', 'feature', 4.0, 2], ['2015-10-20', 'bug', 0.0, 0], ['2015-10-20', 'chore', 0.0, 0], ['2015-10-20', 'release', 0.0, 0], ['2015-10-21', 'feature', 6.0, 3], ['2015-10-21', 'bug', 0.0, 1], ['2015-10-21', 'chore', 0.0, 0], ['2015-10-21', 'release', 0.0, 0], ['2015-10-22', 'feature', 0.0, 0], ['2015-10-22', 'bug', 0.0, 0], ['2015-10-22', 'chore', 0.0, 1], ['2015-10-22', 'release', 0.0, 0], ['2015-10-23', 'feature', 2.0, 2], ['2015-10-23', 'bug', 0.0, 0], ['2015-10-23', 'chore', 0.0, 0], ['2015-10-23', 'release', 0.0, 0], ['2015-10-24', 'feature', 0.0, 0], ['2015-10-24', 'bug', 0.0, 0], ['2015-10-24', 'chore', 0.0, 0], ['2015-10-24', 'release', 0.0, 0], ['2015-10-25', 'feature', 10.0, 3], ['2015-10-25', 'bug', 0.0, 0], ['2015-10-25', 'chore', 0.0, 0], ['2015-10-25', 'release', 0.0, 2]]}","{'cycle_time': 446654000, 'stories_accepted': 12, 'rejection_rate': 27.272727, 'kind': 'analytics', 'bugs_created': 5}",22.0,1,102,22,"[104951926, 105895902, 106165800, 104951978, 106157710, 106149908, 106344396, 105359266, 105334890, 105333928, 103347768, 101726210, 104125746, 104387452]",1.0,38
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-10-26', 'feature', 0.0, 0], ['2015-10-26', 'bug', 0.0, 2], ['2015-10-26', 'chore', 0.0, 0], ['2015-10-26', 'release', 0.0, 0], ['2015-10-27', 'feature', 11.0, 5], ['2015-10-27', 'bug', 0.0, 3], ['2015-10-27', 'chore', 0.0, 1], ['2015-10-27', 'release', 0.0, 0], ['2015-10-28', 'feature', 4.0, 1], ['2015-10-28', 'bug', 0.0, 1], ['2015-10-28', 'chore', 0.0, 1], ['2015-10-28', 'release', 0.0, 0], ['2015-10-29', 'feature', 2.0, 1], ['2015-10-29', 'bug', 0.0, 2], ['2015-10-29', 'chore', 0.0, 2], ['2015-10-29', 'release', 0.0, 1], ['2015-10-30', 'feature', 2.0, 1], ['2015-10-30', 'bug', 0.0, 0], ['2015-10-30', 'chore', 0.0, 0], ['2015-10-30', 'release', 0.0, 0], ['2015-10-31', 'feature', 0.0, 0], ['2015-10-31', 'bug', 0.0, 0], ['2015-10-31', 'chore', 0.0, 0], ['2015-10-31', 'release', 0.0, 0], ['2015-11-01', 'feature', 7.0, 4], ['2015-11-01', 'bug', 0.0, 0], ['2015-11-01', 'chore', 0.0, 0], ['2015-11-01', 'release', 0.0, 0]]}","{'cycle_time': 339770000, 'stories_accepted': 24, 'rejection_rate': 15.0, 'kind': 'analytics', 'bugs_created': 7}",26.0,1,103,26,"[104678034, 105515044, 106671578, 106344100, 105902172, 106041308, 105860376, 106522606, 104648522, 104037014, 106132714, 95665326, 104923910, 105334458, 106168274, 105027970, 100611910, 105899202, 106356570, 104036894, 106755040, 105499572, 104454938, 105595222, 104038562]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-11-02', 'feature', 0.0, 0], ['2015-11-02', 'bug', 0.0, 0], ['2015-11-02', 'chore', 0.0, 0], ['2015-11-02', 'release', 0.0, 0], ['2015-11-03', 'feature', 0.0, 0], ['2015-11-03', 'bug', 0.0, 0], ['2015-11-03', 'chore', 0.0, 0], ['2015-11-03', 'release', 0.0, 0], ['2015-11-04', 'feature', 5.0, 2], ['2015-11-04', 'bug', 0.0, 3], ['2015-11-04', 'chore', 0.0, 2], ['2015-11-04', 'release', 0.0, 0], ['2015-11-05', 'feature', 6.0, 4], ['2015-11-05', 'bug', 0.0, 0], ['2015-11-05', 'chore', 0.0, 0], ['2015-11-05', 'release', 0.0, 0], ['2015-11-06', 'feature', 0.0, 0], ['2015-11-06', 'bug', 0.0, 0], ['2015-11-06', 'chore', 0.0, 3], ['2015-11-06', 'release', 0.0, 0], ['2015-11-07', 'feature', 6.0, 3], ['2015-11-07', 'bug', 0.0, 3], ['2015-11-07', 'chore', 0.0, 0], ['2015-11-07', 'release', 0.0, 1], ['2015-11-08', 'feature', 0.0, 0], ['2015-11-08', 'bug', 0.0, 0], ['2015-11-08', 'chore', 0.0, 0], ['2015-11-08', 'release', 0.0, 0]]}","{'cycle_time': 346628000, 'stories_accepted': 20, 'rejection_rate': 13.333333, 'kind': 'analytics', 'bugs_created': 7}",17.0,1,104,17,"[106994460, 107096494, 107235206, 107163430, 104951996, 106868560, 106972810, 103435832, 100344958, 106641948, 107517192, 105015410, 106706262, 106969912, 104119296, 99539364, 107221434, 107220716, 106681150, 106319836, 106886960]",1.0,23
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-11-09', 'feature', 0.0, 0], ['2015-11-09', 'bug', 0.0, 1], ['2015-11-09', 'chore', 0.0, 1], ['2015-11-09', 'release', 0.0, 0], ['2015-11-10', 'feature', 0.0, 1], ['2015-11-10', 'bug', 0.0, 0], ['2015-11-10', 'chore', 0.0, 0], ['2015-11-10', 'release', 0.0, 0], ['2015-11-11', 'feature', 14.0, 7], ['2015-11-11', 'bug', 0.0, 1], ['2015-11-11', 'chore', 0.0, 0], ['2015-11-11', 'release', 0.0, 1], ['2015-11-12', 'feature', 1.0, 1], ['2015-11-12', 'bug', 0.0, 1], ['2015-11-12', 'chore', 0.0, 0], ['2015-11-12', 'release', 0.0, 0], ['2015-11-13', 'feature', 12.0, 10], ['2015-11-13', 'bug', 0.0, 1], ['2015-11-13', 'chore', 0.0, 0], ['2015-11-13', 'release', 0.0, 0], ['2015-11-14', 'feature', 6.0, 2], ['2015-11-14', 'bug', 0.0, 1], ['2015-11-14', 'chore', 0.0, 0], ['2015-11-14', 'release', 0.0, 0], ['2015-11-15', 'feature', 0.0, 0], ['2015-11-15', 'bug', 0.0, 0], ['2015-11-15', 'chore', 0.0, 0], ['2015-11-15', 'release', 0.0, 0]]}","{'cycle_time': 396575000, 'stories_accepted': 27, 'rejection_rate': 19.230769, 'kind': 'analytics', 'bugs_created': 2}",33.0,1,105,33,"[105362222, 107443014, 107786178, 107744432, 106317704, 106319972, 107343744, 107442314, 104038514, 104952008, 105501680, 107096308, 107790594, 107163734, 108018662, 107594924, 98978114, 98978116, 98978130, 98978170, 98978248, 98978124, 106964552, 107452992, 107513004, 107752754, 106682370, 107962646]",1.0,21
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-11-16', 'feature', 3.0, 3], ['2015-11-16', 'bug', 0.0, 0], ['2015-11-16', 'chore', 0.0, 2], ['2015-11-16', 'release', 0.0, 1], ['2015-11-17', 'feature', 10.0, 5], ['2015-11-17', 'bug', 0.0, 0], ['2015-11-17', 'chore', 0.0, 0], ['2015-11-17', 'release', 0.0, 0], ['2015-11-18', 'feature', 0.0, 0], ['2015-11-18', 'bug', 0.0, 0], ['2015-11-18', 'chore', 0.0, 1], ['2015-11-18', 'release', 0.0, 0], ['2015-11-19', 'feature', 10.0, 6], ['2015-11-19', 'bug', 0.0, 0], ['2015-11-19', 'chore', 0.0, 0], ['2015-11-19', 'release', 0.0, 0], ['2015-11-20', 'feature', 6.0, 7], ['2015-11-20', 'bug', 0.0, 1], ['2015-11-20', 'chore', 0.0, 0], ['2015-11-20', 'release', 0.0, 0], ['2015-11-21', 'feature', 0.0, 0], ['2015-11-21', 'bug', 0.0, 0], ['2015-11-21', 'chore', 0.0, 0], ['2015-11-21', 'release', 0.0, 0], ['2015-11-22', 'feature', 8.0, 5], ['2015-11-22', 'bug', 0.0, 0], ['2015-11-22', 'chore', 0.0, 0], ['2015-11-22', 'release', 0.0, 1]]}","{'cycle_time': 401740000, 'stories_accepted': 30, 'rejection_rate': 22.222222, 'kind': 'analytics', 'bugs_created': 6}",37.0,1,106,37,"[108239464, 101552790, 107357338, 98978102, 107788998, 107878748, 108279644, 107597576, 100244046, 106917440, 106965166, 108404874, 108264714, 104769092, 108350966, 102788742, 98614152, 108561768, 108404432, 107647526, 98978206, 98978348, 98978234, 98978232, 106505158, 108377422, 100344890, 107178186, 107789192, 101003512, 108267180, 104952082]",1.0,25
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-11-23', 'feature', 0.0, 0], ['2015-11-23', 'bug', 0.0, 1], ['2015-11-23', 'chore', 0.0, 3], ['2015-11-23', 'release', 0.0, 1], ['2015-11-24', 'feature', 4.0, 1], ['2015-11-24', 'bug', 0.0, 1], ['2015-11-24', 'chore', 0.0, 1], ['2015-11-24', 'release', 0.0, 0], ['2015-11-25', 'feature', 7.0, 5], ['2015-11-25', 'bug', 0.0, 2], ['2015-11-25', 'chore', 0.0, 0], ['2015-11-25', 'release', 0.0, 0], ['2015-11-26', 'feature', 0.0, 0], ['2015-11-26', 'bug', 0.0, 0], ['2015-11-26', 'chore', 0.0, 0], ['2015-11-26', 'release', 0.0, 0], ['2015-11-27', 'feature', 0.0, 0], ['2015-11-27', 'bug', 0.0, 0], ['2015-11-27', 'chore', 0.0, 0], ['2015-11-27', 'release', 0.0, 0], ['2015-11-28', 'feature', 0.0, 0], ['2015-11-28', 'bug', 0.0, 0], ['2015-11-28', 'chore', 0.0, 0], ['2015-11-28', 'release', 0.0, 0], ['2015-11-29', 'feature', 0.0, 0], ['2015-11-29', 'bug', 0.0, 0], ['2015-11-29', 'chore', 0.0, 0], ['2015-11-29', 'release', 0.0, 0]]}","{'cycle_time': 341739000, 'stories_accepted': 14, 'rejection_rate': 0.0, 'kind': 'analytics', 'bugs_created': 6}",18.333333333333336,1,107,11,"[108659128, 106980090, 108588820, 106678868, 98991314, 108476894, 108906398, 108264672, 108906254, 108575628, 106893036, 108499370, 108660744, 108654620, 108402100]",0.6,29
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-11-30', 'feature', 1.0, 2], ['2015-11-30', 'bug', 0.0, 3], ['2015-11-30', 'chore', 0.0, 0], ['2015-11-30', 'release', 0.0, 0], ['2015-12-01', 'feature', 2.0, 2], ['2015-12-01', 'bug', 0.0, 0], ['2015-12-01', 'chore', 0.0, 1], ['2015-12-01', 'release', 0.0, 0], ['2015-12-02', 'feature', 7.0, 3], ['2015-12-02', 'bug', 0.0, 2], ['2015-12-02', 'chore', 0.0, 0], ['2015-12-02', 'release', 0.0, 0], ['2015-12-03', 'feature', 6.0, 4], ['2015-12-03', 'bug', 0.0, 0], ['2015-12-03', 'chore', 0.0, 2], ['2015-12-03', 'release', 0.0, 0], ['2015-12-04', 'feature', 2.0, 2], ['2015-12-04', 'bug', 0.0, 0], ['2015-12-04', 'chore', 0.0, 0], ['2015-12-04', 'release', 0.0, 0], ['2015-12-05', 'feature', 0.0, 0], ['2015-12-05', 'bug', 0.0, 0], ['2015-12-05', 'chore', 0.0, 0], ['2015-12-05', 'release', 0.0, 0], ['2015-12-06', 'feature', 0.0, 0], ['2015-12-06', 'bug', 0.0, 0], ['2015-12-06', 'chore', 0.0, 0], ['2015-12-06', 'release', 0.0, 0]]}","{'cycle_time': 584820000, 'stories_accepted': 21, 'rejection_rate': 11.111111, 'kind': 'analytics', 'bugs_created': 10}",18.0,1,108,18,"[108988124, 108988222, 108398600, 108815764, 108884580, 109289216, 109218492, 109185276, 108265920, 107752912, 108654084, 108403406, 109223850, 108577924, 108907938, 108913634, 108264798, 107745646, 103551020, 107958688, 108399300]",1.0,29
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-12-07', 'feature', 8.0, 8], ['2015-12-07', 'bug', 0.0, 2], ['2015-12-07', 'chore', 0.0, 0], ['2015-12-07', 'release', 0.0, 0], ['2015-12-08', 'feature', 5.0, 3], ['2015-12-08', 'bug', 0.0, 3], ['2015-12-08', 'chore', 0.0, 2], ['2015-12-08', 'release', 0.0, 0], ['2015-12-09', 'feature', 0.0, 0], ['2015-12-09', 'bug', 0.0, 0], ['2015-12-09', 'chore', 0.0, 0], ['2015-12-09', 'release', 0.0, 0], ['2015-12-10', 'feature', 12.0, 5], ['2015-12-10', 'bug', 0.0, 4], ['2015-12-10', 'chore', 0.0, 3], ['2015-12-10', 'release', 0.0, 1], ['2015-12-11', 'feature', 2.0, 2], ['2015-12-11', 'bug', 0.0, 1], ['2015-12-11', 'chore', 0.0, 3], ['2015-12-11', 'release', 0.0, 0], ['2015-12-12', 'feature', 0.0, 0], ['2015-12-12', 'bug', 0.0, 0], ['2015-12-12', 'chore', 0.0, 0], ['2015-12-12', 'release', 0.0, 0], ['2015-12-13', 'feature', 1.0, 3], ['2015-12-13', 'bug', 0.0, 0], ['2015-12-13', 'chore', 0.0, 0], ['2015-12-13', 'release', 0.0, 0]]}","{'cycle_time': 447850000, 'stories_accepted': 39, 'rejection_rate': 12.903226, 'kind': 'analytics', 'bugs_created': 3}",28.0,1,109,28,"[108826704, 98978144, 98978210, 98978146, 98978154, 104038162, 108987288, 109314904, 109488200, 109549592, 108402562, 108913674, 109203308, 109487604, 109682706, 109683808, 109463978, 109660176, 109903764, 109397160, 109911046, 109858836, 108907900, 109685050, 106642152, 106665004, 109409018, 109680324, 107553924, 109186998, 104674344, 109491666, 109943026, 108395102, 108913656, 109984804, 109993248, 108475366, 109930798, 108393250]",1.0,24
"{'header': ['date', 'story_type', 'points_accepted', 'counts_accepted'], 'kind': 'daily_history_container', 'data': [['2015-12-14', 'feature', 4.0, 4], ['2015-12-14', 'bug', 0.0, 1], ['2015-12-14', 'chore', 0.0, 1], ['2015-12-14', 'release', 0.0, 0], ['2015-12-15', 'feature', 2.0, 2], ['2015-12-15', 'bug', 0.0, 0], ['2015-12-15', 'chore', 0.0, 0], ['2015-12-15', 'release', 0.0, 0], ['2015-12-16', 'feature', 11.0, 9], ['2015-12-16', 'bug', 0.0, 8], ['2015-12-16', 'chore', 0.0, 2], ['2015-12-16', 'release', 0.0, 0], ['2015-12-17', 'feature', 12.0, 5], ['2015-12-17', 'bug', 0.0, 2], ['2015-12-17', 'chore', 0.0, 6], ['2015-12-17', 'release', 0.0, 0], ['2015-12-18', 'feature', 0.0, 0], ['2015-12-18', 'bug', 0.0, 0], ['2015-12-18', 'chore', 0.0, 1], ['2015-12-18', 'release', 0.0, 0], ['2015-12-19', 'feature', 0.0, 0], ['2015-12-19', 'bug', 0.0, 0], ['2015-12-19', 'chore', 0.0, 0], ['2015-12-19', 'release', 0.0, 0], ['2015-12-20', 'feature', 0.0, 0], ['2015-12-20', 'bug', 0.0, 0], ['2015-12-20', 'chore', 0.0, 0], ['2015-12-20', 'release', 0.0, 0]]}","{'cycle_time': 428776000, 'stories_accepted': 41, 'rejection_rate': 19.354839, 'kind': 'analytics', 'bugs_created': 5}",29.0,1,110,29,"[109200786, 108403550, 109669626, 109494128, 110089848, 109487788, 110105282, 108401884, 110096112, 109925096, 110112256, 110098668, 104037808, 109856732, 109942708, 94906096, 109851192, 110009284, 104038484, 104038478, 110266492, 108906850, 108924230, 110097152, 110111258, 109406708, 108825998, 110103634, 109942068, 110345052, 86932096, 104038540, 110120770, 110354622, 110198076, 109930588, 110369244, 109838304, 109984626, 110274586, 109378882]",1.0,21
